ID,NUMERO_IDENTIFICADOR,NOMBRE_ESTANDARIZADO,MARCA_ESTANDARIZADA
627,20966061,AUTOMOVIL,BMW
628,21007714,CUATRI MOTO,KAYO
629,21007714,BUGGY,KAYO
630,20952069,AUTOMOVIL,BMW
631,21018771,AUTOMOVIL,BMW
632,20969611,AUTOMOVIL,BMW
633,20984354,AUTOMOVIL,BMW
634,20985273,CAMION,RAM
635,21006142,CAMION,VOLVO
636,21022175,CAMION,VOLVO
637,21023883,CAMION,FOTON
638,21020547,CAMION,RAM
639,21010112,CAMION,RAM
640,20951044,CAMION,RAM
641,20979824,CAMION,RAM
642,20995179,CAMION,RAM
643,20945141,CAMION,NO ESPECIFICADA
644,21014327,CAMION,MAHINDRA
645,20955284,CAMION,FOTON
646,21004074,CAMION,KOMATSU
647,20989963,CAMION,KOMATSU
648,20998910,CAMION,SHINERAY
649,21021766,CAMION,NO ESPECIFICADA
650,20997307,CAMION,MAXUS
651,20967229,CAMION,MAXUS
652,20956724,AUTOMOVIL,NO ESPECIFICADA
653,20972826,AUTOMOVIL,FORD
654,21014258,AUTOMOVIL,MCLAREN
655,21008311,AUTOMOVIL,BMW
656,21021839,AUTOMOVIL,BMW
657,21009481,AUTOMOVIL,BMW
658,21019222,AUTOMOVIL,BMW
659,21003186,AUTOMOVIL,BMW
660,20997813,AUTOMOVIL,BMW
661,21012050,AUTOMOVIL,BMW
662,20946962,CHASSIS CABINA,MITSUBISHI FUSO
663,20995312,OTROS,NO ESPECIFICADA
664,21029581,AUTOMOVIL,BMW
665,20984949,AUTOMOVIL,BMW
666,21026962,CAMION,MAXUS
667,21011881,CAMION,MAXUS
668,20988264,CAMION,MAXUS
669,20984036,CAMION,CHEVROLET
670,21019372,CAMION,CHEVROLET
671,21021928,CAMION,CHEVROLET
672,21028727,CAMION,TOYOTA
673,20986805,CAMION,NO ESPECIFICADA
674,20962759,AUTOMOVIL,BMW
675,20970762,AUTOMOVIL,BMW
676,21015973,AUTOMOVIL,BMW
677,20977859,AUTOMOVIL,BMW
678,20993642,AUTOMOVIL,BMW
679,20993760,AUTOMOVIL,BMW
680,21004909,CUATRI MOTO,NO ESPECIFICADA
681,20980837,AUTOMOVIL,BMW
682,20954657,AUTOMOVIL,BMW
683,20993232,AUTOMOVIL,BMW
684,21000604,CUATRI MOTO,KAYO
685,20970082,CAMION,NO ESPECIFICADA
686,21023042,CAMION,NO ESPECIFICADA
687,21027973,CAMION,MAZDA
688,21014611,CAMION,NO ESPECIFICADA
689,20970805,AUTOMOVIL,BMW
690,20984848,AUTOMOVIL,BMW
691,20959476,AUTOMOVIL,BMW
692,21019683,AUTOMOVIL,BMW
693,20980612,AUTOMOVIL,BMW
694,20978661,AUTOMOVIL,BMW
695,20953904,AUTOMOVIL,BMW
696,20959956,AUTOMOVIL,BMW
697,20960935,AUTOMOVIL,BMW
698,21000447,AUTOMOVIL,NO ESPECIFICADA
699,20968613,AUTOMOVIL,NO ESPECIFICADA
700,20971110,AUTOMOVIL,FORD
701,20980214,AUTOMOVIL,BMW
702,21019836,CHASSIS CABINA,MERCEDES BENZ
703,21018690,CHASSIS CABINA,MERCEDES BENZ
704,21008500,AUTOMOVIL,RAM
705,21009814,AUTOMOVIL,NO ESPECIFICADA
706,20963393,CHASSIS CABINA,MERCEDES BENZ
707,21001786,CHASSIS CABINA,MERCEDES BENZ
708,21010792,VEHICULO TODO TERRENO,BOMBARDIER RECREATIONAL
709,20993631,AUTOMOVIL,NO ESPECIFICADA
710,21030218,CASA RODANTE,FREIGHTLINER
711,20955068,AUTOMOVIL,ALFA ROMEO
712,20963024,AUTOMOVIL,MITSUBISHI
713,20996801,CHASSIS CABINA,MERCEDES BENZ
714,20945159,AUTOMOVIL,MITSUBISHI
715,20995315,AUTOMOVIL,MITSUBISHI
716,20961837,AUTOMOVIL,CHERRY
717,21029753,AUTOMOVIL,CHERRY
718,21022826,AUTOMOVIL,MG
719,21016139,AUTOMOVIL,MG
720,20987242,AUTOMOVIL,NO ESPECIFICADA
721,21010666,AUTOMOVIL,NO ESPECIFICADA
722,20999099,AUTOMOVIL,MAXUS
723,20999360,CHASSIS CABINA,MERCEDES BENZ
724,20988078,CHASSIS CABINA,MERCEDES BENZ
725,21006252,CHASSIS CABINA,MERCEDES BENZ
726,20995738,CHASSIS CABINA,MERCEDES BENZ
727,21004276,CHASSIS CABINA,MERCEDES BENZ
728,21012292,AUTOMOVIL,MAXUS
729,21021109,OTROS,NO ESPECIFICADA
730,20970313,AUTOMOVIL,MAXUS
731,20966064,AUTOMOVIL,MAXUS
732,20967126,CHASSIS CABINA,MERCEDES BENZ
733,20994104,CHASSIS CABINA,MERCEDES BENZ
734,21016459,AUTOMOVIL,AUDI
735,20961261,AUTOMOVIL,KIA
736,21002534,AUTOMOVIL,TESLA
737,20980393,CASA RODANTE,FIAT
738,21020126,CASA RODANTE,FIAT
739,20961609,CASA RODANTE,NO ESPECIFICADA
740,21021164,CASA RODANTE,NO ESPECIFICADA
741,21020566,CHASSIS CABINA,MERCEDES BENZ
742,20950728,CHASSIS CABINA,MERCEDES BENZ
743,20980146,MINI VAN,NO ESPECIFICADA
744,20998769,MINI VAN,NO ESPECIFICADA
745,20947778,AUTOMOVIL,TESLA
746,21006340,CHASSIS CABINA,MERCEDES BENZ
747,20951794,CHASSIS CABINA,MERCEDES BENZ
748,20961502,AUTOMOVIL,TESLA
749,20981788,CHASSIS CABINA,MERCEDES BENZ
750,20946170,CHASSIS CABINA,MERCEDES BENZ
751,20965045,CHASSIS CABINA,NO ESPECIFICADA
752,20973918,CHASSIS CABINA,HINO
753,21016459,OTROS,AUDI
754,20966749,AUTOMOVIL,KIA
755,20953059,AUTOMOVIL,KIA
756,21000968,CHASSIS CABINA,FREIGHTLINER
757,20963131,CUATRI MOTO,ATV
758,20970756,CAMION,FOTON
759,20962380,AUTOMOVIL,MG
760,21014333,AUTOMOVIL,MG
761,20973105,AUTOMOVIL,MG
762,20953016,AUTOMOVIL,HYUNDAI
763,20953885,AUTOMOVIL,DS
764,21009341,AUTOMOVIL,PEUGEOT
765,20995157,AUTOMOVIL,HONDA
766,20957499,AUTOMOVIL,HONDA
767,20985067,AUTOMOVIL,HYUNDAI
768,21021012,AUTOMOVIL,HYUNDAI
769,20984532,AUTOMOVIL,NO ESPECIFICADA
770,20998907,AUTOMOVIL,NO ESPECIFICADA
771,20993595,AUTOMOVIL,NO ESPECIFICADA
772,21030353,AUTOMOVIL,HYUNDAI
773,20957066,AUTOMOVIL,HYUNDAI
774,21016577,AUTOMOVIL,HYUNDAI
775,21005054,AUTOMOVIL,HYUNDAI
776,20971950,AUTOMOVIL,HYUNDAI
777,20956729,AUTOMOVIL,HYUNDAI
778,20960763,AUTOMOVIL,HYUNDAI
779,21007970,AUTOMOVIL,HYUNDAI
780,21029308,FURGON,CITROEN
781,20985483,CAMION,JMC
782,20955220,CAMION,JMC
783,20967480,CAMION,MITSUBISHI
784,20975079,CAMION,MITSUBISHI
785,20951374,CAMION,MITSUBISHI
786,21000980,CAMION,FOTON
787,20994075,CAMION,MITSUBISHI
788,20971822,FURGON,NO ESPECIFICADA
789,21003325,AUTOMOVIL,HYUNDAI
790,21026896,CAMION,MAHINDRA
791,21002526,CAMION,MAHINDRA
792,20976091,FURGON,OPEL
793,21028115,FURGON,BRILLIANCE
794,21003424,FURGON,CITROEN
795,21018735,AUTOMOVIL,HYUNDAI
796,20946795,AUTOMOVIL,HYUNDAI
797,21031284,CAMION,TOYOTA
798,21031289,CAMION,CATERPILLAR
799,20965924,CAMION,CATERPILLAR
800,20998529,CAMION,DONGFENG
801,20954330,CAMION,BRILLIANCE
802,20986980,CAMION,BRILLIANCE
803,20959632,CAMION,BRILLIANCE
804,20958356,AUTOMOVIL,HYUNDAI
805,21003193,CAMION,MAHINDRA
806,21000542,AUTOMOVIL,HYUNDAI
807,20949598,FURGON,CITROEN
808,20953188,FURGON,CITROEN
809,21016406,FURGON,CITROEN
810,21008466,FURGON,CITROEN
811,21029205,FURGON,CITROEN
812,20976331,FURGON,CITROEN
813,20996891,FURGON,CITROEN
814,20999818,CHASSIS CABINA,MITSUBISHI FUSO
815,20992124,CHASSIS CABINA,MITSUBISHI FUSO
816,21031225,CHASSIS CABINA,MITSUBISHI FUSO
817,20979460,CHASSIS CABINA,MITSUBISHI FUSO
818,20999202,CHASSIS CABINA,MITSUBISHI FUSO
819,21001979,CHASSIS CABINA,MITSUBISHI FUSO
820,20946032,CHASSIS CABINA,MITSUBISHI FUSO
821,21020848,CHASSIS CABINA,MITSUBISHI FUSO
822,20955081,CHASSIS CABINA,MITSUBISHI FUSO
823,21022987,CHASSIS CABINA,MITSUBISHI FUSO
824,21013232,CHASSIS CABINA,HINO
825,20977989,FURGON,JAC
826,20977989,CAMION,JAC
827,20947532,CAMION,JAC
828,21007145,CAMION,JAC
829,20995348,AUTOMOVIL,HYUNDAI
830,21001700,AUTOMOVIL,NO ESPECIFICADA
831,21019295,AUTOMOVIL,MAHINDRA
832,20947026,AUTOMOVIL,VOLVO
833,21019584,OTROS,NO ESPECIFICADA
834,21013620,AUTOMOVIL,NO ESPECIFICADA
835,20956021,AUTOMOVIL,BMW
836,21015688,AUTOMOVIL,BMW
837,21024760,AUTOMOVIL,BMW
838,20987469,AUTOMOVIL,BMW
839,20946375,AUTOMOVIL,BMW
840,20963266,AUTOMOVIL,BMW
841,21021096,AUTOMOVIL,LAND ROVER
842,20973251,AUTOMOVIL,LAND ROVER
843,20999036,AUTOMOVIL,MAZDA
844,21013625,AUTOMOVIL,BMW
845,21008350,AUTOMOVIL,BMW
846,20987095,AUTOMOVIL,BMW
847,20989407,AUTOMOVIL,BMW
848,21008333,AUTOMOVIL,BMW
849,20945125,AUTOMOVIL,LAND ROVER
850,20975085,AUTOMOVIL,BMW
851,21005512,AUTOMOVIL,BMW
852,20992237,AUTOMOVIL,BMW
853,21029731,AUTOMOVIL,BMW
854,20970748,AUTOMOVIL,BMW
855,20969038,AUTOMOVIL,BMW
856,20998911,FURGON,JAC
857,20968368,FURGON,FORD
858,21012225,AUTOMOVIL,VOLVO
859,20979972,AUTOMOVIL,VOLVO
860,21012782,CAMION,JAC
861,21007507,CAMION,FORD
862,21020576,CAMION,MAXUS
863,20950161,CAMION,MAXUS
864,20964143,AUTOMOVIL,MERCEDES BENZ
865,20990386,AUTOMOVIL,MERCEDES BENZ
866,20975699,CHASSIS CABINA,FORD
867,21006369,AUTOMOVIL,MERCEDES BENZ
868,20975750,AUTOMOVIL,MERCEDES BENZ
869,20960716,AUTOMOVIL,MERCEDES BENZ
870,21023739,AUTOMOVIL,MERCEDES BENZ
871,21002235,AUTOMOVIL,MERCEDES BENZ
872,20997460,AUTOMOVIL,MERCEDES BENZ
873,21013421,AUTOMOVIL,MERCEDES BENZ
874,21010001,CHASSIS CABINA,MACK
875,21008617,AUTOMOVIL,HYUNDAI
876,21014983,AUTOMOVIL,HYUNDAI
877,21014133,AUTOMOVIL,PORSCHE
878,20991542,AUTOMOVIL,MERCEDES BENZ
879,20985496,CAMION,DONGFENG
880,20996024,CAMION,RENAULT
881,20968104,CAMION,SINOTRUCK INTERNATIONAL
882,20993072,AUTOMOVIL,MERCEDES BENZ
883,20967675,AUTOMOVIL,MERCEDES BENZ
884,21014116,CAMION,SINOTRUK
885,21008124,CAMION,FAW
886,20973556,CAMION,FORD
887,20961939,CAMION,MAXUS
888,20965403,CAMION,NO ESPECIFICADA
889,20964549,CAMION,MAXUS
890,20996042,CAMION,MAXUS
891,21023260,CAMION,CHEVROLET
892,21016829,CAMION,NO ESPECIFICADA
893,20990074,CAMION,NO ESPECIFICADA
894,20948103,CAMION,NO ESPECIFICADA
895,21009947,CAMION,NO ESPECIFICADA
896,21001514,CAMION,NO ESPECIFICADA
897,21001026,AUTOMOVIL,MERCEDES BENZ
898,20980756,AUTOMOVIL,MERCEDES BENZ
899,20972962,AUTOMOVIL,PORSCHE
900,20990806,AUTOMOVIL,MG
901,20965487,CASA RODANTE,THOR MOTOR COACH
902,21019442,AUTOMOVIL,VOLKSWAGEN
903,20945137,AUTOMOVIL,MG
904,20970429,AUTOMOVIL,MERCEDES BENZ
905,21004007,CHASSIS CABINA,FREIGHTLINER
906,21026075,CHASSIS CABINA,FREIGHTLINER
907,20984181,CHASSIS CABINA,FREIGHTLINER
908,20949268,CHASSIS CABINA,FREIGHTLINER
909,21007684,CHASSIS CABINA,MERCEDES BENZ
910,20977989,CHASSIS CABINA,JAC
911,21003390,CHASSIS CABINA,MERCEDES BENZ
912,21024149,CARRO BOMBA,SCANIA
913,21026525,CARRO BOMBA,IVECO
914,20965607,CAMION,NISSAN
915,20954616,CAMION,VOLVO
916,20996671,CAMION,VOLVO
917,21001218,AUTOMOVIL,PORSCHE
918,21029457,AUTOMOVIL,PORSCHE
919,21029108,AUTOMOVIL,MERCEDES BENZ
920,20957036,AUTOMOVIL,MERCEDES BENZ
921,21024283,AUTOMOVIL,MERCEDES BENZ
922,20962715,AUTOMOVIL,MERCEDES BENZ
923,20992047,AUTOMOVIL,MERCEDES BENZ
924,20964344,AUTOMOVIL,MERCEDES BENZ
925,20965706,AUTOMOVIL,MERCEDES BENZ
926,20978982,AUTOMOVIL,MERCEDES BENZ
927,20998944,AUTOMOVIL,MERCEDES BENZ
928,21006560,AUTOMOVIL,MERCEDES BENZ
929,20971561,AUTOMOVIL,MERCEDES BENZ
930,20961036,AUTOMOVIL,MERCEDES BENZ
931,20987000,AUTOMOVIL,MERCEDES BENZ
932,20990120,AUTOMOVIL,MERCEDES BENZ
933,20968728,AUTOMOVIL,MERCEDES BENZ
934,20963397,AUTOMOVIL,MERCEDES BENZ
935,20970440,AUTOMOVIL,MERCEDES BENZ
936,20950527,AUTOMOVIL,MERCEDES BENZ
937,20972379,AUTOMOVIL,MERCEDES BENZ
938,21020154,AUTOMOVIL,MG
939,20969225,AUTOMOVIL,MG
940,20974028,AUTOMOVIL,MG
941,21014333,AUTOMOVIL,MG
942,20976091,AUTOMOVIL,OPEL
943,20980424,AUTOMOVIL,TOYOTA
944,21016008,AUTOMOVIL,PEUGEOT
945,21012782,CHASSIS CABINA,JAC
946,20958809,CHASSIS CABINA,HINO
947,21001730,AUTOMOVIL,MERCEDES BENZ
948,21003317,AUTOMOVIL,MERCEDES BENZ
949,21018835,AUTOMOVIL,MERCEDES BENZ
950,21029696,AUTOMOVIL,MERCEDES BENZ
951,21007835,AUTOMOVIL,MERCEDES BENZ
952,20992939,AUTOMOVIL,MERCEDES BENZ
953,20973815,AUTOMOVIL,MERCEDES BENZ
954,21006519,AUTOMOVIL,MERCEDES BENZ
955,20975643,AUTOMOVIL,MERCEDES BENZ
956,21027201,AUTOMOVIL,MERCEDES BENZ
957,21012361,AUTOMOVIL,MERCEDES BENZ
958,20946684,AUTOMOVIL,MERCEDES BENZ
959,21027556,AUTOMOVIL,MERCEDES BENZ
960,21002700,AUTOMOVIL,MERCEDES BENZ
961,20998968,AUTOMOVIL,MERCEDES BENZ
962,21016135,AUTOMOVIL,MERCEDES BENZ
963,20962765,AUTOMOVIL,MERCEDES BENZ
964,20948100,AUTOMOVIL,MERCEDES BENZ
965,20951281,AUTOMOVIL,MERCEDES BENZ
966,21023907,AUTOMOVIL,MERCEDES BENZ
967,20945917,AUTOMOVIL,MERCEDES BENZ
968,20950725,AUTOMOVIL,NISSAN
969,21015114,AUTOMOVIL,MERCEDES BENZ
970,21018805,AUTOMOVIL,MERCEDES BENZ
971,20992609,AUTOMOVIL,MERCEDES BENZ
972,20959345,AUTOMOVIL,MERCEDES BENZ
973,21014721,AUTOMOVIL,MERCEDES BENZ
974,21007884,AUTOMOVIL,MERCEDES BENZ
975,21024441,AUTOMOVIL,MERCEDES BENZ
976,20978485,AUTOMOVIL,MERCEDES BENZ
977,21001975,AUTOMOVIL,MERCEDES BENZ
978,20957736,AUTOMOVIL,MERCEDES BENZ
979,21020154,AUTOMOVIL,MG
980,21003668,AUTOMOVIL,MG
981,20974028,AUTOMOVIL,MG
982,21002869,AUTOMOVIL,OMADA
983,20955010,CHASSIS CABINA,MITSUBISHI FUSO
984,20967889,CHASSIS CABINA,MITSUBISHI FUSO
985,20986965,CHASSIS CABINA,MITSUBISHI FUSO
986,21009762,CHASSIS CABINA,MITSUBISHI FUSO
987,20956882,AUTOMOVIL,JAGUAR
988,20972154,CHASSIS CABINA,MITSUBISHI FUSO
989,20990407,CHASSIS CABINA,MITSUBISHI FUSO
990,21020384,CHASSIS CABINA,MITSUBISHI FUSO
991,21012076,CHASSIS CABINA,FREIGHTLINER
992,20991842,CHASSIS CABINA,NO ESPECIFICADA
993,21005626,CHASSIS CABINA,NO ESPECIFICADA
994,20968402,CHASSIS CABINA,NO ESPECIFICADA
995,20987142,MOTOCICLETA,BMW
996,20959695,OTROS,JETOUR
997,21016222,AUTOMOVIL,MERCEDES BENZ
998,20969398,AUTOMOVIL,MERCEDES BENZ
999,21013201,AUTOMOVIL,MERCEDES BENZ
1000,20983700,AUTOMOVIL,MERCEDES BENZ
1001,20975651,AUTOMOVIL,MERCEDES BENZ
1002,21001799,AUTOMOVIL,MERCEDES BENZ
1003,20950464,AUTOMOVIL,VOLVO
1004,20974041,AUTOMOVIL,MERCEDES BENZ
1005,21005613,AUTOMOVIL,MERCEDES BENZ
1006,21025166,AUTOMOVIL,MERCEDES BENZ
1007,20959515,AUTOMOVIL,MERCEDES BENZ
1008,21022127,AUTOMOVIL,MERCEDES BENZ
1009,20986937,AUTOMOVIL,MERCEDES BENZ
1010,21007226,AUTOMOVIL,MERCEDES BENZ
1011,20980247,AUTOMOVIL,MERCEDES BENZ
1012,20965292,AUTOMOVIL,MERCEDES BENZ
1013,21008027,AUTOMOVIL,MERCEDES BENZ
1014,20972148,AUTOMOVIL,MERCEDES BENZ
1015,20986716,AUTOMOVIL,MERCEDES BENZ
1016,20947021,AUTOMOVIL,MERCEDES BENZ
1017,20995283,AUTOMOVIL,MERCEDES BENZ
1018,20961333,AUTOMOVIL,MERCEDES BENZ
1019,20990098,AUTOMOVIL,MERCEDES BENZ
1020,20996805,AUTOMOVIL,MERCEDES BENZ
1021,20965770,AUTOMOVIL,MERCEDES BENZ
1022,21030570,AUTOMOVIL,MERCEDES BENZ
1023,20947861,AUTOMOVIL,MERCEDES BENZ
1024,20956031,AUTOMOVIL,MERCEDES BENZ
1025,21002212,AUTOMOVIL,MERCEDES BENZ
1026,20968963,AUTOMOVIL,LAND ROVER
1027,20974358,AUTOMOVIL,LAND ROVER
1028,20954356,AUTOMOVIL,NO ESPECIFICADA
1029,21020036,AUTOMOVIL,MERCEDES BENZ
1030,20985843,AUTOMOVIL,MERCEDES BENZ
1031,21023958,AUTOMOVIL,MERCEDES BENZ
1032,20963462,AUTOMOVIL,MERCEDES BENZ
1033,20981649,AUTOMOVIL,MERCEDES BENZ
1034,20965501,AUTOMOVIL,SUBARU
1035,20954040,AUTOMOVIL,LEXUS
1036,20964848,AUTOMOVIL,TOYOTA
1037,21026672,AUTOMOVIL,TOYOTA
1038,21029951,AUTOMOVIL,TOYOTA
1039,20946123,AUTOMOVIL,TOYOTA
1040,20947147,AUTOMOVIL,TOYOTA
1041,21006605,AUTOMOVIL,TOYOTA
1042,20960091,AUTOMOVIL,TOYOTA
1043,20970965,AUTOMOVIL,JAC
1044,20951412,VEHICULO TODO TERRENO,BOMBARDIER RECREATIONAL
1045,20951412,VEHICULO TODO TERRENO,NO ESPECIFICADA
1046,20955934,MINI VAN,NO ESPECIFICADA
1047,20968104,CHASSIS CABINA,SINOTRUK
1048,21020659,CHASSIS CABINA,SINOTRUK
1049,21026412,CHASSIS CABINA,HYUNDAI
1050,21031146,CHASSIS CABINA,HYUNDAI
1051,20959907,CHASSIS CABINA,HYUNDAI
1052,20969866,OTROS,NO ESPECIFICADA
1053,21015434,AUTOMOVIL,DS
1054,20982255,AUTOMOVIL,BMW
1055,20975336,AUTOMOVIL,BMW
1056,21000400,AUTOMOVIL,BMW
1057,20992676,AUTOMOVIL,BMW
1058,21011729,AUTOMOVIL,BMW
1059,21015915,AUTOMOVIL,BMW
1060,20963923,AUTOMOVIL,BMW
1061,21006658,AUTOMOVIL,BMW
1062,21019041,AUTOMOVIL,BMW
1063,20965527,AUTOMOVIL,BMW
1064,20995086,AUTOMOVIL,BMW
1065,20946955,AUTOMOVIL,BMW
1066,21026598,AUTOMOVIL,BMW
1067,21027254,AUTOMOVIL,BMW
1068,20998645,AUTOMOVIL,BMW
1069,20958737,AUTOMOVIL,BMW
1070,21021040,AUTOMOVIL,BMW
1071,20982187,AUTOMOVIL,BMW
1072,21029287,AUTOMOVIL,BMW
1073,20967112,AUTOMOVIL,BMW
1074,20946551,AUTOMOVIL,BMW
1075,21005608,AUTOMOVIL,BMW
1076,21013983,AUTOMOVIL,BMW
1077,21022975,AUTOMOVIL,SUZUKI
1078,20978446,AUTOMOVIL,SUZUKI
1079,21003911,AUTOMOVIL,SUZUKI
1080,20952156,AUTOMOVIL,SUZUKI
1081,21026684,AUTOMOVIL,SUZUKI
1082,20949626,AUTOMOVIL,SUZUKI
1083,21022747,AUTOMOVIL,JAC
1084,21016364,AUTOMOVIL,JAC
1085,20947194,AUTOMOVIL,LEXUS
1086,20975173,AUTOMOVIL,TOYOTA
1087,21008230,AUTOMOVIL,TOYOTA
1088,20954318,AUTOMOVIL,TOYOTA
1089,21026142,AUTOMOVIL,TOYOTA
1090,21014493,AUTOMOVIL,TOYOTA
1091,21019246,AUTOMOVIL,TOYOTA
1092,20999036,AUTOMOVIL,MAZDA
1093,20971570,AUTOMOVIL,BMW
1094,21011679,AUTOMOVIL,BMW
1095,21006129,AUTOMOVIL,BMW
1096,20960478,AUTOMOVIL,MAZDA
1097,20973291,AUTOMOVIL,SUZUKI
1098,20991066,AUTOMOVIL,MAZDA
1099,20993925,AUTOMOVIL,MINI
1100,20960338,AUTOMOVIL,MINI
1101,20962793,AUTOMOVIL,MINI
1102,20972930,AUTOMOVIL,MINI
1103,21014163,AUTOMOVIL,BMW
1104,20949981,AUTOMOVIL,BMW
1105,20948988,AUTOMOVIL,MINI
1106,20948942,AUTOMOVIL,MINI
1107,21015458,AUTOMOVIL,MINI
1108,21017054,AUTOMOVIL,MINI
1109,20982238,AUTOMOVIL,MINI
1110,21029644,AUTOMOVIL,MINI
1111,20963774,AUTOMOVIL,MINI
1112,20994616,AUTOMOVIL,MINI
1113,21028691,OTROS,SUZUKI
1114,21010295,AUTOMOVIL,BMW
1115,20953327,AUTOMOVIL,BMW
1116,20969257,AUTOMOVIL,BMW
1117,20976417,AUTOMOVIL,BMW
1118,20972749,AUTOMOVIL,BMW
1119,20983558,AUTOMOVIL,BMW
1120,20960028,AUTOMOVIL,BMW
1121,21017858,AUTOMOVIL,BMW
1122,20984173,AUTOMOVIL,BMW
1123,21024033,AUTOMOVIL,BMW
1124,20994876,AUTOMOVIL,BMW
1125,20948965,AUTOMOVIL,BMW
1126,20979776,AUTOMOVIL,BMW
1127,21012772,AUTOMOVIL,BMW
1128,20968562,AUTOMOVIL,BMW
1129,20993192,AUTOMOVIL,BMW
1130,20991471,AUTOMOVIL,BMW
1131,21016533,AUTOMOVIL,BMW
1132,21017507,AUTOMOVIL,BMW
1133,20955234,AUTOMOVIL,BMW
1134,20953311,AUTOMOVIL,BMW
1135,21014525,AUTOMOVIL,BMW
1136,20972813,AUTOMOVIL,BMW
1137,20987285,AUTOMOVIL,BMW
1138,20947831,AUTOMOVIL,BMW
1139,20979145,AUTOMOVIL,BMW
1140,20984593,AUTOMOVIL,BMW
1141,20995323,AUTOMOVIL,BMW
1142,21012213,AUTOMOVIL,BMW
1143,21020400,AUTOMOVIL,BMW
1144,21027748,AUTOMOVIL,BMW
1145,20973167,AUTOMOVIL,BMW
1146,20945671,AUTOMOVIL,BMW
1147,20985163,AUTOMOVIL,BMW
1148,20997898,AUTOMOVIL,BMW
1149,20974334,AUTOMOVIL,BMW
1150,20950032,AUTOMOVIL,BMW
1151,20956405,AUTOMOVIL,BMW
1152,21009223,AUTOMOVIL,BMW
1153,20986912,AUTOMOVIL,BMW
1154,20991458,AUTOMOVIL,BMW
1155,20991837,AUTOMOVIL,BMW
1156,20996391,AUTOMOVIL,BMW
1157,20985241,AUTOMOVIL,BMW
1158,20997841,AUTOMOVIL,BMW
1159,21004162,AUTOMOVIL,BMW
1160,20962686,AUTOMOVIL,BMW
1161,20998247,AUTOMOVIL,BMW
1162,20961874,AUTOMOVIL,BMW
1163,20998865,AUTOMOVIL,BMW
1164,21027382,AUTOMOVIL,BMW
1165,20962844,AUTOMOVIL,BMW
1166,21027953,AUTOMOVIL,BMW
1167,20968780,AUTOMOVIL,BMW
1168,20965189,AUTOMOVIL,BMW
1169,20982271,AUTOMOVIL,BMW
1170,21021260,AUTOMOVIL,BMW
1171,20969417,AUTOMOVIL,BMW
1172,20971382,AUTOMOVIL,BMW
1173,20991971,AUTOMOVIL,ASTON MARTIN
1174,20967304,AUTOMOVIL,DODGE
1175,20961523,AUTOMOVIL,CF GOLF CART
1176,20976743,AUTOMOVIL,KIA
1177,21024429,AUTOMOVIL,KIA
1178,20986332,AUTOMOVIL,KIA
1179,21021533,AUTOMOVIL,VOLKSWAGEN
1180,20970783,AUTOMOVIL,VOLKSWAGEN
1181,21001968,AUTOMOVIL,VOLKSWAGEN
1182,20949829,AUTOMOVIL,VOLKSWAGEN
1183,20980884,AUTOMOVIL,AUDI
1184,20952136,AUTOMOVIL,SKODA
1185,21004497,OTROS,SEAT
1186,20999028,FURGON,DFSK
1187,20999028,CAMION,DFSK
1188,21001968,CAMION,VOLKSWAGEN
1189,21024075,AUTOMOVIL,MITSUBISHI
1190,21025635,AUTOMOVIL,MITSUBISHI
1191,21021303,AUTOMOVIL,MITSUBISHI
1192,20982324,AUTOMOVIL,MITSUBISHI
1193,21023644,AUTOMOVIL,MITSUBISHI
1194,21029308,AUTOMOVIL,CITROEN
1195,20989558,AUTOMOVIL,CITROEN
1196,21003424,AUTOMOVIL,CITROEN
1197,20953188,AUTOMOVIL,CITROEN
1198,20995330,AUTOMOVIL,VOLVO
1199,21029785,AUTOMOVIL,VOLVO
1200,20961873,AUTOMOVIL,VOLVO
1201,20982029,AUTOMOVIL,VOLVO
1202,20987476,AUTOMOVIL,VOLVO
1203,20960587,AUTOMOVIL,VOLVO
1204,21031088,AUTOMOVIL,VOLVO
1205,20991088,AUTOMOVIL,VOLVO
1206,20947282,AUTOMOVIL,VOLVO
1207,21028347,AUTOMOVIL,VOLVO
1208,21018729,AUTOMOVIL,VOLVO
1209,21008225,AUTOMOVIL,VOLKSWAGEN
1210,20952721,AUTOMOVIL,VOLKSWAGEN
1211,20961653,AUTOMOVIL,MAXUS
1212,20971016,AUTOMOVIL,MAXUS
1213,20999932,AUTOMOVIL,BMW
1214,21027513,AUTOMOVIL,BMW
1215,21020272,AUTOMOVIL,BMW
1216,21011681,AUTOMOVIL,BMW
1217,20956203,AUTOMOVIL,BMW
1218,20979366,AUTOMOVIL,BMW
1219,20968867,AUTOMOVIL,BMW
1220,20991682,AUTOMOVIL,BMW
1221,21015503,AUTOMOVIL,BMW
1222,20998876,AUTOMOVIL,BMW
1223,20998672,AUTOMOVIL,MAXUS
1224,20977476,AUTOMOVIL,MAXUS
1225,20982499,AUTOMOVIL,KIA
1226,20952136,AUTOMOVIL,SKODA
1227,20981680,AUTOMOVIL,MG
1228,20989744,AUTOMOVIL,MG
1229,21008634,AUTOMOVIL,OMADA
1230,21008634,AUTOMOVIL,OMODA
1231,21000897,AUTOMOVIL,PORSCHE
1232,20967720,AUTOMOVIL,PORSCHE
1233,20959695,AUTOMOVIL,JETOUR
1234,20998677,AUTOMOVIL,SUBARU
